serial,refactoring,project,commit,url
52,Extract class,Junit4,c391c25b,https://github.com/junit-team/junit4/commit/c391c25b
53,Extract class,Junit4,"e857122b
",https://github.com/junit-team/junit4/commit/e857122b
54,Extract class,Kafka,"1401769d92
",https://github.com/apache/kafka/commit/1401769d92
55,Extract class,Kafka,3cf13064cc,https://github.com/apache/kafka/commit/3cf13064cc
56,Extract class,Kafka,"4a61b48d3d
",https://github.com/apache/kafka/commit/4a61b48d3d
57,Extract class,Kafka,"4af4bccbbf
",https://github.com/apache/kafka/commit/4af4bccbbf
58,Extract class,Kafka,"8d32a0f246
",https://github.com/apache/kafka/commit/8d32a0f246
59,Extract class,Kafka,a0a9b6ffea,https://github.com/apache/kafka/commit/a0a9b6ffea
60,Extract class,Kafka,"a3252629a3
",https://github.com/apache/kafka/commit/a3252629a3
61,Extract class,Kafka,"c74c0f2fac
",https://github.com/apache/kafka/commit/c74c0f2fac
62,Extract class,Kafka,"f586fa59d3
",https://github.com/apache/kafka/commit/f586fa59d3
63,Extract class,Springframework,3be4c0a893,https://github.com/spring-projects/spring-framework/commit/3be4c0a893
64,Extract class,Springframework,"7e5efdd8dd
",https://github.com/spring-projects/spring-framework/commit/7e5efdd8dd
65,Extract class,Tomcat,"b0e3b1bd78
",https://github.com/apache/tomcat/commit/b0e3b1bd78
66,Extract class,Tomcat,"bf93413990
",https://github.com/apache/tomcat/commit/bf93413990
67,Extract constant,Tomcat,"9437efd95b
",https://github.com/apache/tomcat/commit/9437efd95b
68,Extract constant,Tomcat,"b0e3b1bd78
",https://github.com/apache/tomcat/commit/b0e3b1bd78
69,Extract field,Springframework,"35372e5e72
",https://github.com/spring-projects/spring-framework/commit/35372e5e72
70,Extract interface,Elasticsearch,"2b03368639b
",https://github.com/elastic/elasticsearch/commit/2b03368639b
71,Extract interface,Elasticsearch,"8582a18817e
",https://github.com/elastic/elasticsearch/commit/8582a18817e
72,Extract interface,Junit4,"2f9b53db
",https://github.com/junit-team/junit4/commit/2f9b53db
73,Extract interface,Junit4,"9a192ede
",https://github.com/junit-team/junit4/commit/9a192ede
74,Extract interface,Junit4,"9a192ede
",https://github.com/junit-team/junit4/commit/9a192ede
75,Extract interface,Junit4,"fa80b68e
",https://github.com/junit-team/junit4/commit/fa80b68e
76,Extract interface,Springframework,"a481c7649f
",https://github.com/spring-projects/spring-framework/commit/a481c7649f
77,Extract interface,Tomcat,"d1f0c34b18
",https://github.com/apache/tomcat/commit/d1f0c34b18
78,Extract method,Elasticsearch,"040692497b9
",https://github.com/elastic/elasticsearch/commit/040692497b9
79,Extract method,Elasticsearch,"1b2e8cf5a2b
",https://github.com/elastic/elasticsearch/commit/1b2e8cf5a2b
80,Extract method,Elasticsearch,"1b7f3a0eae0
",https://github.com/elastic/elasticsearch/commit/1b7f3a0eae0
81,Extract method,Elasticsearch,35ff2802518,https://github.com/elastic/elasticsearch/commit/35ff2802518
82,Extract method,Elasticsearch,"510c8515abe
",https://github.com/elastic/elasticsearch/commit/510c8515abe
83,Extract method,Elasticsearch,6187e905564,https://github.com/elastic/elasticsearch/commit/6187e905564
84,Extract method,Elasticsearch,"7550cea83c9
",https://github.com/elastic/elasticsearch/commit/7550cea83c9
85,Extract method,Elasticsearch,"922e790cdc8
",https://github.com/elastic/elasticsearch/commit/922e790cdc8
86,Extract method,Elasticsearch,"971cfb9317f
",https://github.com/elastic/elasticsearch/commit/971cfb9317f
87,Extract method,Elasticsearch,"971cfb9317f
",https://github.com/elastic/elasticsearch/commit/971cfb9317f
88,Extract method,Elasticsearch,"a3b1d86c45c
",https://github.com/elastic/elasticsearch/commit/a3b1d86c45c
89,Extract method,Elasticsearch,"abd27222281
",https://github.com/elastic/elasticsearch/commit/abd27222281
90,Extract method,Elasticsearch,"b96f8f0ce6a
",https://github.com/elastic/elasticsearch/commit/b96f8f0ce6a
91,Extract method,Elasticsearch,bce405f9849,https://github.com/elastic/elasticsearch/commit/bce405f9849
92,Extract method,Elasticsearch,cea88cbeecb,https://github.com/elastic/elasticsearch/commit/cea88cbeecb
93,Extract method,Elasticsearch,"d65461d7fbb
",https://github.com/elastic/elasticsearch/commit/d65461d7fbb
94,Extract method,Hadoop,"5d08ffa769d9
",https://github.com/apache/hadoop/commit/5d08ffa769d9
95,Extract method,Hadoop,"6463f86f83fc
",https://github.com/apache/hadoop/commit/6463f86f83fc
96,Extract method,Hadoop,"6f7c4c74eaa8
",https://github.com/apache/hadoop/commit/6f7c4c74eaa8
97,Extract method,Hadoop,9adf0ca08997,https://github.com/apache/hadoop/commit/9adf0ca08997
98,Extract method,Hadoop,"eb1d3ebe2fb1
",https://github.com/apache/hadoop/commit/eb1d3ebe2fb1
99,Extract method,Junit4,"0128bff5
",https://github.com/junit-team/junit4/commit/0128bff5
100,Extract method,Junit4,1bbab715,https://github.com/junit-team/junit4/commit/1bbab715
101,Extract method,Junit4,2859b41a,https://github.com/junit-team/junit4/commit/2859b41a
102,Extract method,Junit4,3189af00,https://github.com/junit-team/junit4/commit/3189af00
103,Extract method,Junit4,3cea4a9e,https://github.com/junit-team/junit4/commit/3cea4a9e
104,Extract method,Junit4,4042487e,https://github.com/junit-team/junit4/commit/4042487e
105,Extract method,Junit4,43cdf991,https://github.com/junit-team/junit4/commit/43cdf991
106,Extract method,Junit4,"44fabd25
",https://github.com/junit-team/junit4/commit/44fabd25
107,Extract method,Junit4,"495a9a93
",https://github.com/junit-team/junit4/commit/495a9a93
108,Extract method,Junit4,4f405a49,https://github.com/junit-team/junit4/commit/4f405a49
109,Extract method,Junit4,"5976b1d4
",https://github.com/junit-team/junit4/commit/5976b1d4
110,Extract method,Junit4,"6f8a359d
",https://github.com/junit-team/junit4/commit/6f8a359d
111,Extract method,Junit4,"70adacdc
",https://github.com/junit-team/junit4/commit/70adacdc
112,Extract method,Junit4,"74941e1e
",https://github.com/junit-team/junit4/commit/74941e1e
113,Extract method,Junit4,"759061a3
",https://github.com/junit-team/junit4/commit/759061a3
114,Extract method,Junit4,834dcd7b,https://github.com/junit-team/junit4/commit/834dcd7b
115,Extract method,Junit4,85b7c26e,https://github.com/junit-team/junit4/commit/85b7c26e
116,Extract method,Junit4,"8b35f0c0
",https://github.com/junit-team/junit4/commit/8b35f0c0
117,Extract method,Junit4,"a58514ae
",https://github.com/junit-team/junit4/commit/a58514ae
118,Extract method,Junit4,"a5d194fc
",https://github.com/junit-team/junit4/commit/a5d194fc
119,Extract method,Junit4,a7c4d033,https://github.com/junit-team/junit4/commit/a7c4d033
120,Extract method,Junit4,c4e7dfe1,https://github.com/junit-team/junit4/commit/c4e7dfe1
121,Extract method,Junit4,"d0534dae
",https://github.com/junit-team/junit4/commit/d0534dae
122,Extract method,Junit4,d0b029f6,https://github.com/junit-team/junit4/commit/d0b029f6
123,Extract method,Junit4,db8d5800,https://github.com/junit-team/junit4/commit/db8d5800
124,Extract method,Junit4,e34bdc9c,https://github.com/junit-team/junit4/commit/e34bdc9c
125,Extract method,Junit4,e767bccc,https://github.com/junit-team/junit4/commit/e767bccc
126,Extract method,Junit4,ee440345,https://github.com/junit-team/junit4/commit/ee440345
127,Extract method,Junit4,f4df6d58,https://github.com/junit-team/junit4/commit/f4df6d58
128,Extract method,Kafka,"1b925e9ee7
",https://github.com/apache/kafka/commit/1b925e9ee7
129,Extract method,Kafka,322ac86ba2,https://github.com/apache/kafka/commit/322ac86ba2
130,Extract method,Kafka,"361095a1a7
",https://github.com/apache/kafka/commit/361095a1a7
131,Extract method,Kafka,"b100f1efac
",https://github.com/apache/kafka/commit/b100f1efac
132,Extract method,Kafka,"c8cb85274e
",https://github.com/apache/kafka/commit/c8cb85274e
133,Extract method,Springframework,3745224646,https://github.com/spring-projects/spring-framework/commit/3745224646
134,Extract method,Springframework,324c6057fd,https://github.com/spring-projects/spring-framework/commit/324c6057fd
135,Extract method,Springframework,4d6249811e,https://github.com/spring-projects/spring-framework/commit/4d6249811e
136,Extract method,Springframework,a55b50b512,https://github.com/spring-projects/spring-framework/commit/a55b50b512
137,Extract method,Springframework,f8a1dac593,https://github.com/spring-projects/spring-framework/commit/f8a1dac593
138,Extract method,Tomcat,"1bfffde19c
",https://github.com/apache/tomcat/commit/1bfffde19c
139,Extract method,Tomcat,"254ca3dc91
",https://github.com/apache/tomcat/commit/254ca3dc91
140,Extract method,Tomcat,28e1010655,https://github.com/apache/tomcat/commit/28e1010655
141,Extract method,Tomcat,"3183fd399b
",https://github.com/apache/tomcat/commit/3183fd399b
142,Extract method,Tomcat,33fe0f9be8,https://github.com/apache/tomcat/commit/33fe0f9be8
143,Extract method,Tomcat,"5f6ac4e03e
",https://github.com/apache/tomcat/commit/5f6ac4e03e
144,Extract method,Tomcat,8cb16cd40b,https://github.com/apache/tomcat/commit/8cb16cd40b
145,Extract method,Tomcat,962cdc9aa8,https://github.com/apache/tomcat/commit/962cdc9aa8
146,Extract method,Tomcat,9addc690a6,https://github.com/apache/tomcat/commit/9addc690a6
147,Extract method,Tomcat,"ba7fd15e45
",https://github.com/apache/tomcat/commit/ba7fd15e45
148,Extract method,Tomcat,bd25937d2a,https://github.com/apache/tomcat/commit/bd25937d2a
149,Extract method,Tomcat,"be535eefed
",https://github.com/apache/tomcat/commit/be535eefed
150,Extract method,Tomcat,"f33ee501c3
",https://github.com/apache/tomcat/commit/f33ee501c3
151,Extract super class,Tomcat,"c766eefed9
",https://github.com/apache/tomcat/commit/c766eefed9
152,Extract variable,Hadoop,"241398de3b2c
",https://github.com/apache/hadoop/commit/241398de3b2c
153,Extract variable,Hadoop,"2e997d818d00
",https://github.com/apache/hadoop/commit/2e997d818d00
154,Extract variable,Hadoop,"5b22dc6aced7
",https://github.com/apache/hadoop/commit/5b22dc6aced7
155,Extract variable,Hadoop,"9de13f879af6
",https://github.com/apache/hadoop/commit/9de13f879af6
156,Extract variable,Junit4,"6838ac0e
",https://github.com/junit-team/junit4/commit/6838ac0e
157,Extract variable,Springframework,"fa5d246a1b
",https://github.com/spring-projects/spring-framework/commit/fa5d246a1b
158,Increase field visibility,Junit4,"706c38a8
",https://github.com/junit-team/junit4/commit/706c38a8
159,Inline  method,Tomcat,"4db15071f7
",https://github.com/apache/tomcat/commit/4db15071f7
160,Inline  method,Tomcat,"d0b655d831
",https://github.com/apache/tomcat/commit/d0b655d831
161,Inline  method,Tomcat,"e16eedd8ed
",https://github.com/apache/tomcat/commit/e16eedd8ed
162,Inline constant,Elasticsearch,"d68670fb885
",https://github.com/elastic/elasticsearch/commit/d68670fb885
163,Inline method,Elasticsearch,"067aba96cd7
",https://github.com/elastic/elasticsearch/commit/067aba96cd7
164,Inline method,Elasticsearch,"067aba96cd7
",https://github.com/elastic/elasticsearch/commit/067aba96cd7
165,Inline variable,Elasticsearch,"161b5d950d9
",https://github.com/elastic/elasticsearch/commit/161b5d950d9
166,Introduce constant,Elasticsearch,"01f19ecab29
",https://github.com/elastic/elasticsearch/commit/01f19ecab29
167,Introduce constant,Elasticsearch,"01f19ecab29
",https://github.com/elastic/elasticsearch/commit/01f19ecab29
168,introduce parameter,Elasticsearch,"2b175653d9f
",https://github.com/elastic/elasticsearch/commit/2b175653d9f
169,introduce parameter,Junit4,"1963b424
",https://github.com/junit-team/junit4/commit/1963b424
170,introduce parameter,Springframework,"a481c7649f
",https://github.com/spring-projects/spring-framework/commit/a481c7649f
171,Loosen parameters type limitations,Junit4,"2de4d6f2
",https://github.com/junit-team/junit4/commit/2de4d6f2
172,Merge class,Junit4,"576377b9
",https://github.com/junit-team/junit4/commit/576377b9
173,Merge conditional,Hadoop,"241398de3b2c
",https://github.com/apache/hadoop/commit/241398de3b2c
174,Merge conditional,Junit4,"b8300f0d
",https://github.com/junit-team/junit4/commit/b8300f0d
175,Merge conditional,Tomcat,"afb270c3f7
",https://github.com/apache/tomcat/commit/afb270c3f7
176,Merge method,Springframework,"2dd22f64e1
",https://github.com/spring-projects/spring-framework/commit/2dd22f64e1
177,Merge parameter,Hadoop,"241398de3b2c
",https://github.com/apache/hadoop/commit/241398de3b2c
178,Merge parameter,Hadoop,"5b22dc6aced7
",https://github.com/apache/hadoop/commit/5b22dc6aced7
179,Move class,Elasticsearch,"0e5f485058e
",https://github.com/elastic/elasticsearch/commit/0e5f485058e
180,Move class,Elasticsearch,"4a9b4bc9823
",https://github.com/elastic/elasticsearch/commit/4a9b4bc9823
181,Move class,Elasticsearch,"680774e7f27
",https://github.com/elastic/elasticsearch/commit/680774e7f27
182,Move class,Junit4,"40cc52cf
",https://github.com/junit-team/junit4/commit/40cc52cf
183,Move class,Junit4,"40cc52cf
",https://github.com/junit-team/junit4/commit/40cc52cf
184,Move class,Junit4,"88e2a761
",https://github.com/junit-team/junit4/commit/88e2a761
185,Move class,Junit4,"88e2a761
",https://github.com/junit-team/junit4/commit/88e2a761
186,Move class,Kafka,"069ce59e1e
",https://github.com/apache/kafka/commit/069ce59e1e
187,Move class,Kafka,"97105a8e58
",https://github.com/apache/kafka/commit/97105a8e58
188,Move class,Springframework,"6931106c5e
",https://github.com/spring-projects/spring-framework/commit/6931106c5e
189,Move directory,Tomcat,"bf58e444d9
",https://github.com/apache/tomcat/commit/bf58e444d9
190,Move field,Junit4,"759061a3
",https://github.com/junit-team/junit4/commit/759061a3
191,Move method,Elasticsearch,"680774e7f27
",https://github.com/elastic/elasticsearch/commit/680774e7f27
192,Move method,Elasticsearch,"680774e7f27
",https://github.com/elastic/elasticsearch/commit/680774e7f27
193,Move method,Elasticsearch,"b328982e373
",https://github.com/elastic/elasticsearch/commit/b328982e373
194,Move method,Hadoop,"680af873777f
",https://github.com/apache/hadoop/commit/680af873777f
195,Move method,Hadoop,"9de13f879af6
",https://github.com/apache/hadoop/commit/9de13f879af6
196,Move method,Junit4,"88e2a761
",https://github.com/junit-team/junit4/commit/88e2a761
197,Move method,Kafka,"48eb8c90ef
",https://github.com/apache/kafka/commit/48eb8c90ef
198,Move method,Kafka,"a03a71d7b5
",https://github.com/apache/kafka/commit/a03a71d7b5
199,Move method,Kafka,"b0e28351ec
",https://github.com/apache/kafka/commit/b0e28351ec
200,Move method,Springframework,"2dd22f64e1
",https://github.com/spring-projects/spring-framework/commit/2dd22f64e1
201,Move method,Springframework,"676daa990b
",https://github.com/spring-projects/spring-framework/commit/676daa990b
202,Move method,Springframework,"c227fbfdf2
",https://github.com/spring-projects/spring-framework/commit/c227fbfdf2
203,Move method,Springframework,"dfe320f172
",https://github.com/spring-projects/spring-framework/commit/dfe320f172
204,Move method,Tomcat,"4db283bf81
",https://github.com/apache/tomcat/commit/4db283bf81
205,Move method,Tomcat,"b4634a9723
",https://github.com/apache/tomcat/commit/b4634a9723
206,Move method,Tomcat,"c7796834bf
",https://github.com/apache/tomcat/commit/c7796834bf
207,Nest class,Springframework,"ff14c5121d
",https://github.com/spring-projects/spring-framework/commit/ff14c5121d
208,Parameterize links,Springframework,"8567402969
",https://github.com/spring-projects/spring-framework/commit/8567402969
209,Pull up method,Junit4,"e857122b
",https://github.com/junit-team/junit4/commit/e857122b
210,Pull up method,Tomcat,"d1f0c34b18
",https://github.com/apache/tomcat/commit/d1f0c34b18
211,Remove  variable modifier,Kafka,"2574bef61c
",https://github.com/apache/kafka/commit/2574bef61c
212,Remove  variable modifier,Tomcat,"4fe7e810b6
",https://github.com/apache/tomcat/commit/4fe7e810b6
213,Remove  variable modifier,Tomcat,"e0927ed00f
",https://github.com/apache/tomcat/commit/e0927ed00f
214,Remove brackets,Junit4,"bd6dc3af
",https://github.com/junit-team/junit4/commit/bd6dc3af
215,Remove class annotation,Elasticsearch,084bd5b5398,https://github.com/elastic/elasticsearch/commit/084bd5b5398
216,Remove class annotation,Elasticsearch,5c26cf07622,https://github.com/elastic/elasticsearch/commit/5c26cf07622
217,Remove class annotation,Elasticsearch,"6faa54c171d
",https://github.com/elastic/elasticsearch/commit/6faa54c171d
218,Remove class annotation,Elasticsearch,9ab7945fc74,https://github.com/elastic/elasticsearch/commit/9ab7945fc74
219,Remove class annotation,Elasticsearch,"9f2d38856d3
",https://github.com/elastic/elasticsearch/commit/9f2d38856d3
220,Remove class annotation,Elasticsearch,"b9c29807ecc
",https://github.com/elastic/elasticsearch/commit/b9c29807ecc
221,Remove class annotation,Elasticsearch,"b198f3b4b46
",https://github.com/elastic/elasticsearch/commit/b198f3b4b46
222,Remove class annotation,Kafka,eee2bf9686,https://github.com/apache/kafka/commit/eee2bf9686
223,Remove class annotation,Kafka,"f44ee4fab7
",https://github.com/apache/kafka/commit/f44ee4fab7
224,Remove class annotation,Springframework,d2b54e2611,https://github.com/spring-projects/spring-framework/commit/d2b54e2611
225,Remove class annotation,Springframework,"e51c71bcd6
",https://github.com/spring-projects/spring-framework/commit/e51c71bcd6
226,Remove class annotation,Springframework,e564a0de46,https://github.com/spring-projects/spring-framework/commit/e564a0de46
227,Remove class annotation,Springframework,f7e07322ab,https://github.com/spring-projects/spring-framework/commit/f7e07322ab
228,Remove class modifier,Elasticsearch,174bed090b8,https://github.com/elastic/elasticsearch/commit/174bed090b8
229,Remove class modifier,Elasticsearch,"6faa54c171d
",https://github.com/elastic/elasticsearch/commit/6faa54c171d
230,Remove class modifier,Elasticsearch,7c385b001f4,https://github.com/elastic/elasticsearch/commit/7c385b001f4
231,Remove class modifier,Elasticsearch,"a5aae93b652
",https://github.com/elastic/elasticsearch/commit/a5aae93b652
232,Remove class modifier,Elasticsearch,"a8d19a5166c
",https://github.com/elastic/elasticsearch/commit/a8d19a5166c
233,Remove class modifier,Elasticsearch,"b198f3b4b46
",https://github.com/elastic/elasticsearch/commit/b198f3b4b46
234,Remove class modifier,Elasticsearch,"b198f3b4b46
",https://github.com/elastic/elasticsearch/commit/b198f3b4b46
235,Remove class modifier,Kafka,"2a6e420dfb
",https://github.com/apache/kafka/commit/2a6e420dfb
236,Remove class modifier,Kafka,6391c66035,https://github.com/apache/kafka/commit/6391c66035
237,Remove class modifier,Springframework,438c3818cc,https://github.com/spring-projects/spring-framework/commit/438c3818cc
238,Remove class modifier,Springframework,"489c89b912
",https://github.com/spring-projects/spring-framework/commit/489c89b912
239,Remove class modifier,Springframework,"b782747472
",https://github.com/spring-projects/spring-framework/commit/b782747472
240,Remove class modifier,Springframework,c3d123fef7,https://github.com/spring-projects/spring-framework/commit/c3d123fef7
241,Remove useless code,Elasticsearch,"ed6e8ec80c7
",https://github.com/elastic/elasticsearch/commit/ed6e8ec80c7
242,Remove useless code,Hadoop,"680af873777f
",https://github.com/apache/hadoop/commit/680af873777f
243,Remove useless code,Junit4,"5042f695
",https://github.com/junit-team/junit4/commit/5042f695
244,Remove useless code,Junit4,"5042f695
",https://github.com/junit-team/junit4/commit/5042f695
245,Remove useless code,Junit4,"5042f695
",https://github.com/junit-team/junit4/commit/5042f695
246,Remove useless code,Junit4,"73e8fa81
",https://github.com/junit-team/junit4/commit/73e8fa81
247,Remove useless code,Junit4,"73e8fa81
",https://github.com/junit-team/junit4/commit/73e8fa81
248,Remove useless code,Junit4,"7a2a3811
",https://github.com/junit-team/junit4/commit/7a2a3811
249,Remove useless code,Junit4,"8435a2a0
",https://github.com/junit-team/junit4/commit/8435a2a0
250,Remove useless code,Junit4,"8435a2a0
",https://github.com/junit-team/junit4/commit/8435a2a0
251,Remove useless code,Junit4,870289f3,https://github.com/junit-team/junit4/commit/870289f3
252,Remove useless code,Junit4,"88e2a761
",https://github.com/junit-team/junit4/commit/88e2a761
253,Remove useless code,Junit4,"ac837502
",https://github.com/junit-team/junit4/commit/ac837502
254,Remove useless code,Junit4,"ac837502
",https://github.com/junit-team/junit4/commit/ac837502
255,Remove useless code,Junit4,b1d37670,https://github.com/junit-team/junit4/commit/b1d37670
256,Remove useless code,Junit4,ba3799fa,https://github.com/junit-team/junit4/commit/ba3799fa
257,Remove useless code,Junit4,d76010fd,https://github.com/junit-team/junit4/commit/d76010fd
258,Remove useless code,Tomcat,"10e3731f34
",https://github.com/apache/tomcat/commit/10e3731f34
259,Remove useless code,Tomcat,"eeb4e761ab
",https://github.com/apache/tomcat/commit/eeb4e761ab
260,Remove useless code,Tomcat,"f33ee501c3
",https://github.com/apache/tomcat/commit/f33ee501c3
261,Remove debug logging notes,Tomcat,"7c4e89fc00
",https://github.com/apache/tomcat/commit/7c4e89fc00
262,Remove deprecated method,Springframework,"35103b0cd1
",https://github.com/spring-projects/spring-framework/commit/35103b0cd1
263,Remove deprecated method,Springframework,"d05ac097dd
",https://github.com/spring-projects/spring-framework/commit/d05ac097dd
264,Remove deprecated method,Springframework,"d05ac097dd
",https://github.com/spring-projects/spring-framework/commit/d05ac097dd
265,Remove duplicate code,Elasticsearch,"3b7b86c507f
",https://github.com/elastic/elasticsearch/commit/3b7b86c507f
266,Remove duplicate code,Elasticsearch,"5b2cdac7615
",https://github.com/elastic/elasticsearch/commit/5b2cdac7615
267,Remove duplicate code,Elasticsearch,6851cb3a1e9,https://github.com/elastic/elasticsearch/commit/6851cb3a1e9
268,Remove duplicate code,Elasticsearch,"7cbdb6cc197
",https://github.com/elastic/elasticsearch/commit/7cbdb6cc197
269,Remove duplicate code,Elasticsearch,"7d522145def
",https://github.com/elastic/elasticsearch/commit/7d522145def
270,Remove duplicate code,Elasticsearch,"7ddf5191803
",https://github.com/elastic/elasticsearch/commit/7ddf5191803
271,Remove duplicate code,Elasticsearch,"8acfebeb084
",https://github.com/elastic/elasticsearch/commit/8acfebeb084
272,Remove duplicate code,Elasticsearch,"900a48ca26b
",https://github.com/elastic/elasticsearch/commit/900a48ca26b
273,Remove duplicate code,Elasticsearch,"c5b705dfb41
",https://github.com/elastic/elasticsearch/commit/c5b705dfb41
274,Remove duplicate code,Junit4,"39545426
",https://github.com/junit-team/junit4/commit/39545426
275,Remove duplicate code,Junit4,"787ed4e5
",https://github.com/junit-team/junit4/commit/787ed4e5
276,Remove duplicate code,Junit4,7c94e33e,https://github.com/junit-team/junit4/commit/7c94e33e
277,Remove duplicate code,Junit4,"fbb1efed
",https://github.com/junit-team/junit4/commit/fbb1efed
278,Remove duplicate condition checks,Springframework,"871f705bca
",https://github.com/spring-projects/spring-framework/commit/871f705bca
279,Remove duplicate condition checks,Springframework,"871f705bca
",https://github.com/spring-projects/spring-framework/commit/871f705bca
280,Remove duplicate condition checks,Springframework,"871f705bca
",https://github.com/spring-projects/spring-framework/commit/871f705bca
281,Remove duplication in constructor by delegating to another constructor,Hadoop,"37bff63c0ffa
",https://github.com/apache/hadoop/commit/37bff63c0ffa
282,Remove method annotation,Elasticsearch,48dcb856157,https://github.com/elastic/elasticsearch/commit/48dcb856157
283,Remove method annotation,Elasticsearch,c7021050f16,https://github.com/elastic/elasticsearch/commit/c7021050f16
